index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off
110,13-14,Feb 23 2014,19,N/A,Energi Viborg Arena,1546,Viborg,Randers,Draw,Draw,1,1,1,1,0,0,7,9,0.58,0.42,16,11,0,0,1,2,4,7,2.92,3.35,2.57,0,0,0,0,4,4,3,5
111,13-14,Feb 23 2014,19,N/A,Ceres Park,9510,AGF,København,Draw,Draw,1,1,1,1,0,0,3,14,0.48,0.52,17,15,0,0,2,2,2,7,0,0,0,0,0,0,0,3,4,0,10
112,13-14,Feb 23 2014,19,N/A,Brøndby Stadion,15893,Brøndby,AaB,Draw,Draw,1,1,2,2,1,1,17,9,0.44,0.56,11,10,0,0,2,2,8,2,2.23,3.38,3.49,0,0,0,0,10,3,7,6
113,13-14,Feb 24 2014,19,N/A,Blue Water Arena,5159,Esbjerg,Nordsjælland,Won,Lost,3,0,2,1,1,0,13,11,0.51,0.49,11,5,0,0,1,0,10,3,2.55,3.48,2.85,0,0,0,0,7,5,6,6
114,13-14,Feb 28 2014,20,N/A,Right to Dream Park,3112,Nordsjælland,Viborg,Won,Lost,3,0,2,0,1,0,18,6,0.35,0.65,8,17,0,0,0,1,7,2,1.66,4.05,5.56,0,0,0,0,9,2,9,4
115,13-14,Mar 01 2014,20,N/A,Sydbank Park,2928,Sønderjyske,AGF,Lost,Won,0,3,1,2,1,0,12,9,0.65,0.35,10,12,0,0,2,2,8,3,0,0,0,0,0,0,0,6,6,6,3
116,13-14,Mar 02 2014,20,N/A,Blue Water Arena,6312,Esbjerg,OB,Won,Lost,3,0,1,0,1,0,12,5,0.41,0.59,12,11,0,0,1,1,20,3,2.5,3.44,2.95,0,0,0,0,5,4,7,1
117,13-14,Mar 02 2014,20,N/A,Aalborg Portland Park,5519,AaB,Vestsjælland,Draw,Draw,1,1,0,0,0,0,13,7,0.3,0.7,6,14,0,0,0,4,11,6,1.63,4.11,5.82,0,0,0,0,4,2,9,5
118,13-14,Mar 02 2014,20,N/A,BioNutria Park Randers,6267,Randers,Brøndby,Lost,Won,0,3,0,1,0,0,11,4,0.5,0.5,12,7,1,0,2,1,5,4,3.14,3.37,2.41,0,0,0,0,7,2,4,2
119,13-14,Mar 02 2014,20,N/A,Telia Parken,20764,København,Midtjylland,Lost,Won,0,3,1,5,1,3,8,13,0.51,0.49,9,12,1,0,1,3,5,4,1.74,3.91,5.04,0,0,0,0,3,8,5,5
120,13-14,Mar 07 2014,21,N/A,Harboe Arena Slagelse,2201,Vestsjælland,Randers,Draw,Draw,1,1,1,1,0,0,4,11,0.66,0.34,15,7,0,0,2,3,2,9,2.61,3.3,2.9,0,0,0,0,3,5,1,6
121,13-14,Mar 08 2014,21,N/A,Ceres Park,6570,AGF,AaB,Lost,Won,0,3,2,5,1,4,8,10,0.46,0.54,10,4,0,0,0,0,5,6,3.93,3.62,2,0,0,0,0,6,6,2,4
122,13-14,Mar 09 2014,21,N/A,Energi Viborg Arena,3834,Viborg,Esbjerg,Lost,Won,0,3,1,3,1,1,10,14,0.61,0.39,11,14,0,0,1,3,4,5,3.82,3.56,2.05,0,0,0,0,3,3,7,11
123,13-14,Mar 09 2014,21,N/A,Brøndby Stadion,18086,Brøndby,Nordsjælland,Won,Lost,3,0,4,1,1,0,12,12,0.45,0.55,11,8,0,0,2,1,4,7,2.21,3.46,3.46,0,0,0,0,9,4,3,8
124,13-14,Mar 09 2014,21,N/A,EWII Park (Odense),10574,OB,København,Lost,Won,0,3,0,1,0,0,10,9,0.45,0.55,13,14,0,0,2,2,2,2,4.21,3.75,1.9,0,0,0,0,6,3,4,6
125,13-14,Mar 10 2014,21,N/A,MCH Arena,8164,Midtjylland,Sønderjyske,Won,Lost,3,0,2,0,1,0,8,7,0.44,0.56,16,21,0,0,2,2,2,3,1.52,4.47,6.76,0,0,0,0,5,3,3,4
126,13-14,Mar 14 2014,22,N/A,Sydbank Park,3871,Sønderjyske,København,Draw,Draw,1,1,0,0,0,0,6,13,0.59,0.41,13,13,0,0,4,2,6,5,5.04,3.95,1.73,0,0,0,0,2,6,4,7
127,13-14,Mar 15 2014,22,N/A,Right to Dream Park,3382,Nordsjælland,Vestsjælland,Lost,Won,0,3,1,2,1,1,12,6,0.31,0.69,12,9,0,0,3,1,7,2,1.7,3.86,5.42,0,0,0,0,4,4,8,2
128,13-14,Mar 16 2014,22,N/A,EWII Park (Odense),5618,OB,Viborg,Draw,Draw,1,1,1,1,1,0,10,5,0.47,0.53,9,15,0,0,2,3,6,2,1.7,4,5.24,0,0,0,0,6,3,4,2
129,13-14,Mar 16 2014,22,N/A,Aalborg Portland Park,11530,AaB,Midtjylland,Won,Lost,3,0,1,0,1,0,11,11,0.49,0.51,11,10,0,0,0,1,8,3,2.38,3.47,3.11,0,0,0,0,4,5,7,6
130,13-14,Mar 16 2014,22,N/A,Blue Water Arena,11417,Esbjerg,Brøndby,Draw,Draw,1,1,0,0,0,0,14,6,0.42,0.58,12,8,0,0,3,2,10,6,2.6,3.4,2.85,0,0,0,0,3,4,11,2
131,13-14,Mar 17 2014,22,N/A,BioNutria Park Randers,5900,Randers,AGF,Lost,Won,0,3,1,3,1,2,16,7,0.31,0.69,11,7,0,1,2,4,13,3,2.17,3.43,3.6,0,0,0,0,5,4,11,3
132,13-14,Mar 21 2014,23,N/A,Harboe Arena Slagelse,3167,Vestsjælland,Viborg,Lost,Won,0,3,0,1,0,1,10,10,0.52,0.48,16,12,0,0,0,1,4,3,2.07,3.51,3.82,0,0,0,0,4,8,6,2
133,13-14,Mar 22 2014,23,N/A,MCH Arena,6881,Midtjylland,Nordsjælland,Lost,Won,0,3,0,1,0,0,9,4,0.46,0.54,8,13,0,0,1,3,6,2,2.03,3.58,3.87,0,0,0,0,6,3,3,1
134,13-14,Mar 23 2014,23,N/A,Sydbank Park,2615,Sønderjyske,AaB,Won,Lost,3,0,3,2,2,1,7,13,0.66,0.34,15,8,0,0,1,1,3,9,3.7,3.55,2.09,0,0,0,0,5,8,2,5
135,13-14,Mar 23 2014,23,N/A,Telia Parken,14507,København,Randers,Draw,Draw,1,1,1,1,0,0,11,9,0.53,0.47,8,13,0,0,1,2,6,4,1.5,4.45,7.13,0,0,0,0,6,6,5,3
136,13-14,Mar 23 2014,23,N/A,Brøndby Stadion,15182,Brøndby,OB,Lost,Won,0,3,1,2,0,1,16,12,0.4,0.6,7,12,0,0,1,1,11,8,1.95,3.58,4.19,0,0,0,0,9,8,7,4
137,13-14,Mar 24 2014,23,N/A,Ceres Park,6455,AGF,Esbjerg,Lost,Won,0,3,0,3,0,2,8,5,0.64,0.36,11,12,0,0,0,1,4,9,3.76,3.53,2.08,0,0,0,0,5,5,3,0
138,13-14,Mar 28 2014,24,N/A,EWII Park (Odense),6099,OB,Sønderjyske,Draw,Draw,1,1,2,2,0,1,13,7,0.31,0.69,7,17,0,0,0,1,12,2,2,3.68,3.87,0,0,0,0,7,4,6,3
139,13-14,Mar 29 2014,24,N/A,Blue Water Arena,7325,Esbjerg,Vestsjælland,Draw,Draw,1,1,0,0,0,0,10,5,0.34,0.66,5,11,0,0,1,1,2,3,1.69,3.94,5.44,0,0,0,0,4,2,6,3
140,13-14,Mar 30 2014,24,N/A,BioNutria Park Randers,5247,Randers,Midtjylland,Lost,Won,0,3,0,3,0,1,11,9,0.44,0.56,21,9,0,0,1,1,4,3,3.37,3.43,2.26,0,0,0,0,2,4,9,5
141,13-14,Mar 30 2014,24,N/A,Energi Viborg Arena,7736,Viborg,Brøndby,Lost,Won,0,3,0,1,0,0,10,13,0.62,0.38,10,7,0,0,2,0,3,9,3.83,3.56,2.05,0,0,0,0,5,4,5,9
142,13-14,Mar 30 2014,24,N/A,Aalborg Portland Park,11491,AaB,København,Won,Lost,3,0,2,1,1,0,6,11,0.51,0.49,13,19,0,0,4,1,2,4,2.87,3.48,2.54,0,0,0,0,0,4,6,7
143,13-14,Mar 31 2014,24,N/A,Right to Dream Park,5469,Nordsjælland,AGF,Won,Lost,3,0,1,0,0,0,12,8,0.42,0.58,5,11,0,0,0,1,6,4,1.79,3.84,4.76,0,0,0,0,8,2,4,6
144,13-14,Apr 04 2014,25,N/A,Ceres Park,6828,AGF,Randers,Lost,Won,0,3,0,1,0,0,7,7,0.52,0.48,16,16,0,0,2,4,1,5,2.61,3.38,2.85,0,0,0,0,4,3,3,4
145,13-14,Apr 05 2014,25,N/A,MCH Arena,11535,Midtjylland,AaB,Lost,Won,0,3,2,3,1,2,15,10,0.44,0.56,17,11,0,0,2,2,2,2,2.28,3.44,3.32,0,0,0,0,7,4,8,6
146,13-14,Apr 06 2014,25,N/A,Energi Viborg Arena,4079,Viborg,OB,Draw,Draw,1,1,2,2,1,2,8,10,0.58,0.42,15,6,1,0,3,3,9,4,3.62,3.54,2.12,0,0,0,0,0,3,8,7
147,13-14,Apr 06 2014,25,N/A,Telia Parken,11023,København,Sønderjyske,Won,Lost,3,0,2,0,2,0,10,10,0.41,0.59,9,12,0,0,2,2,4,5,1.47,4.59,7.71,0,0,0,0,4,5,6,5
148,13-14,Apr 06 2014,25,N/A,Brøndby Stadion,11651,Brøndby,Esbjerg,Won,Lost,3,0,1,0,1,0,7,14,0.62,0.38,8,13,0,0,2,2,2,4,2.37,3.35,3.22,0,0,0,0,5,7,2,7
149,13-14,Apr 07 2014,25,N/A,Harboe Arena Slagelse,2197,Vestsjælland,Nordsjælland,Draw,Draw,1,1,0,0,0,0,10,6,0.67,0.33,7,5,0,0,0,1,4,4,3.44,3.34,2.27,0,0,0,0,5,0,5,6
150,13-14,Apr 11 2014,26,N/A,Sydbank Park,3255,Sønderjyske,Vestsjælland,Draw,Draw,1,1,1,1,0,1,16,6,0.47,0.53,11,17,0,0,2,1,10,0,2.13,3.47,3.67,0,0,0,0,7,3,9,3
151,13-14,Apr 12 2014,26,N/A,MCH Arena,7254,Midtjylland,OB,Lost,Won,0,3,0,2,0,1,12,3,0.46,0.54,8,17,0,0,1,2,8,1,1.9,3.78,4.17,0,0,0,0,4,2,8,1
152,13-14,Apr 13 2014,26,N/A,BioNutria Park Randers,4593,Randers,Viborg,Won,Lost,3,0,3,1,2,0,12,8,0.54,0.46,15,13,0,0,0,3,4,7,1.91,3.6,4.37,0,0,0,0,5,2,7,6
153,13-14,Apr 13 2014,26,N/A,Telia Parken,15427,København,AGF,Won,Lost,3,0,1,0,0,0,13,6,0.47,0.53,17,12,0,0,0,3,11,0,0,0,0,0,0,0,0,8,0,5,6
154,13-14,Apr 13 2014,26,N/A,Aalborg Portland Park,13139,AaB,Brøndby,Won,Lost,3,0,2,0,2,0,8,10,0.59,0.41,10,11,0,0,2,3,9,9,2.07,3.56,3.75,0,0,0,0,4,7,4,3
155,13-14,Apr 14 2014,26,N/A,Right to Dream Park,4257,Nordsjælland,Esbjerg,Lost,Won,0,3,0,1,0,1,11,6,0.47,0.53,10,17,0,0,1,4,13,3,2.4,3.4,3.13,0,0,0,0,3,3,8,3
156,13-14,Apr 16 2014,27,N/A,Energi Viborg Arena,6803,Viborg,AaB,Lost,Won,0,3,0,2,0,0,4,11,0.67,0.33,4,7,1,0,1,0,3,8,4.19,3.73,1.91,0,0,0,0,0,5,4,6
157,13-14,Apr 17 2014,27,N/A,EWII Park (Odense),7475,OB,Nordsjælland,Lost,Won,0,3,0,1,0,1,8,11,0.49,0.51,10,13,1,0,3,3,5,7,2.27,3.55,3.24,0,0,0,0,2,4,6,7
158,13-14,Apr 17 2014,27,N/A,Blue Water Arena,6334,Esbjerg,Randers,Draw,Draw,1,1,2,2,2,1,6,4,0.44,0.56,11,13,0,0,1,1,8,5,0,0,0,0,0,0,0,2,2,4,2
159,13-14,Apr 17 2014,27,N/A,Harboe Arena Slagelse,4456,Vestsjælland,København,Lost,Won,0,3,0,1,0,1,7,7,0.6,0.4,10,8,0,0,2,1,4,3,5.26,3.84,1.72,0,0,0,0,2,2,5,5
160,13-14,Apr 18 2014,27,N/A,Brøndby Stadion,13072,Brøndby,Sønderjyske,Won,Lost,3,0,3,1,0,0,8,9,0.42,0.58,10,17,0,0,1,2,4,5,1.82,3.78,4.6,0,0,0,0,3,3,5,6
161,13-14,Apr 18 2014,27,N/A,Ceres Park,5932,AGF,Midtjylland,Lost,Won,0,3,0,4,0,2,9,16,0.45,0.55,7,15,0,0,1,1,12,13,3.67,3.57,2.09,0,0,0,0,8,7,1,9
163,13-14,Apr 20 2014,28,N/A,Harboe Arena Slagelse,2794,Vestsjælland,OB,Won,Lost,3,0,1,0,0,0,7,9,0.55,0.45,14,6,0,0,1,2,3,6,3.14,3.38,2.4,0,0,0,0,3,6,4,3
164,13-14,Apr 20 2014,28,N/A,Aalborg Portland Park,10005,AaB,Randers,Lost,Won,0,3,1,2,1,2,13,9,0.4,0.6,8,19,0,0,1,3,6,3,1.73,3.91,5.1,0,0,0,0,6,2,7,7
165,13-14,Apr 21 2014,28,N/A,Sydbank Park,2746,Sønderjyske,Nordsjælland,Won,Lost,3,0,3,1,1,0,11,8,0.61,0.39,13,7,0,0,4,3,4,8,2.84,3.4,2.6,0,0,0,0,4,5,7,3
166,13-14,Apr 21 2014,28,N/A,MCH Arena,8903,Midtjylland,Viborg,Won,Lost,3,0,5,2,1,1,6,3,0.42,0.58,8,14,0,0,2,5,5,4,1.6,4.2,6.04,0,0,0,0,3,2,3,1
167,13-14,Apr 21 2014,28,N/A,Ceres Park,9634,AGF,Brøndby,Lost,Won,0,3,1,2,1,1,10,11,0.56,0.44,15,14,0,0,2,1,5,6,3.98,3.59,2,0,0,0,0,3,7,7,4
168,13-14,Apr 21 2014,28,N/A,Telia Parken,11917,København,Esbjerg,Draw,Draw,1,1,2,2,2,1,11,6,0.5,0.5,12,12,0,0,1,1,6,5,1.74,3.84,5.11,0,0,0,0,6,2,5,4
169,13-14,Apr 25 2014,29,N/A,BioNutria Park Randers,5567,Randers,Sønderjyske,Draw,Draw,1,1,1,1,1,1,7,4,0.37,0.63,7,5,0,0,0,1,4,2,2,3.61,3.94,0,0,0,0,0,0,7,4
170,13-14,Apr 26 2014,29,N/A,EWII Park (Odense),8495,OB,AaB,Lost,Won,0,3,2,3,0,1,9,10,0.54,0.46,9,4,0,0,3,2,8,6,3.41,3.64,2.16,0,0,0,0,3,7,6,3
171,13-14,Apr 27 2014,29,N/A,Energi Viborg Arena,6434,Viborg,AGF,Won,Lost,3,0,3,0,1,0,4,8,0.57,0.43,10,6,0,0,0,1,4,7,0,0,0,0,0,0,0,2,3,2,5
172,13-14,Apr 27 2014,29,N/A,Brøndby Stadion,16751,Brøndby,Vestsjælland,Draw,Draw,1,1,2,2,1,2,9,11,0.34,0.66,13,14,0,0,1,2,6,3,1.58,4.1,6.5,0,0,0,0,7,4,2,7
173,13-14,Apr 27 2014,29,N/A,Right to Dream Park,5146,Nordsjælland,København,Won,Lost,3,0,1,0,0,0,12,13,0.54,0.46,7,7,0,0,1,1,7,4,3.46,3.45,2.21,0,0,0,0,8,8,4,5
174,13-14,Apr 28 2014,29,N/A,Blue Water Arena,10320,Esbjerg,Midtjylland,Draw,Draw,1,1,0,0,0,0,11,10,0.46,0.54,13,11,0,0,2,0,5,4,2.63,3.41,2.8,0,0,0,0,5,6,6,4
175,13-14,May 02 2014,30,N/A,BioNutria Park Randers,5612,Randers,Nordsjælland,Lost,Won,0,3,0,1,0,0,18,7,0.43,0.57,10,6,0,0,1,1,8,2,2.53,3.41,2.92,0,0,0,0,7,0,11,7
176,13-14,May 03 2014,30,N/A,Aalborg Portland Park,11802,AaB,Esbjerg,Lost,Won,0,3,0,2,0,0,7,12,0.51,0.49,10,12,0,0,2,1,1,10,1.94,3.7,4.1,0,0,0,0,5,6,2,6
177,13-14,May 04 2014,30,N/A,Sydbank Park,8357,Sønderjyske,Viborg,Won,Lost,3,0,1,0,1,0,12,11,0.48,0.52,9,12,0,0,2,4,7,6,2.07,3.64,3.66,0,0,0,0,7,4,5,7
178,13-14,May 04 2014,30,N/A,MCH Arena,8199,Midtjylland,Vestsjælland,Won,Lost,3,0,3,1,2,1,13,9,0.47,0.53,6,13,0,0,1,3,3,3,1.51,4.34,7.22,0,0,0,0,4,3,9,6
179,13-14,May 04 2014,30,N/A,Telia Parken,32846,København,Brøndby,Draw,Draw,1,1,1,1,0,0,10,6,0.45,0.55,17,9,0,0,1,2,4,2,2.04,3.55,3.86,0,0,0,0,4,3,6,3
180,13-14,May 05 2014,30,N/A,Ceres Park,6607,AGF,OB,Lost,Won,0,3,0,1,0,0,9,7,0.44,0.56,12,10,0,0,0,2,6,5,0,0,0,0,0,0,0,4,3,5,4
181,13-14,May 07 2014,31,N/A,Blue Water Arena,8379,Esbjerg,Sønderjyske,Won,Lost,3,0,2,1,1,1,8,2,0.37,0.63,9,11,0,0,0,0,6,1,1.65,4.18,5.43,0,0,0,0,4,0,4,2
182,13-14,May 07 2014,31,N/A,Right to Dream Park,6872,Nordsjælland,AaB,Lost,Won,0,3,2,4,2,3,13,7,0.48,0.52,11,6,0,0,2,0,4,8,3,3.46,2.45,0,0,0,0,6,3,7,4
183,13-14,May 08 2014,31,N/A,Energi Viborg Arena,4701,Viborg,København,Lost,Won,0,3,0,2,0,0,9,13,0.54,0.46,11,12,0,0,2,1,4,3,5.72,4.13,1.63,0,0,0,0,5,3,4,10
184,13-14,May 08 2014,31,N/A,EWII Park (Odense),6026,OB,Randers,Won,Lost,3,0,2,1,2,1,10,25,0.61,0.39,14,7,0,0,4,1,3,14,2.28,3.59,3.19,0,0,0,0,6,11,4,14
185,13-14,May 08 2014,31,N/A,Brøndby Stadion,12440,Brøndby,Midtjylland,Won,Lost,3,0,3,1,3,1,13,9,0.43,0.57,8,9,0,0,2,1,5,7,2.72,3.56,2.62,0,0,0,0,4,5,9,4
186,13-14,May 08 2014,31,N/A,Harboe Arena Slagelse,3959,Vestsjælland,AGF,Won,Lost,3,0,2,1,1,1,9,10,0.61,0.39,9,9,0,0,2,2,8,8,2.3,3.52,3.21,0,0,0,0,6,3,3,7
187,13-14,May 11 2014,32,N/A,Energi Viborg Arena,4728,Viborg,Nordsjælland,Lost,Won,0,3,1,3,0,3,17,18,0.6,0.4,14,8,0,0,2,2,3,10,3.11,3.56,2.36,0,0,0,0,8,3,9,15
188,13-14,May 11 2014,32,N/A,Brøndby Stadion,16891,Brøndby,Randers,Draw,Draw,1,1,1,1,0,1,10,7,0.47,0.53,6,11,0,0,0,0,7,6,1.76,3.94,4.9,0,0,0,0,7,6,3,1
189,13-14,May 11 2014,32,N/A,Harboe Arena Slagelse,4473,Vestsjælland,AaB,Draw,Draw,1,1,0,0,0,0,7,9,0.56,0.44,13,6,0,0,0,0,3,7,5.72,4.01,1.67,0,0,0,0,2,4,5,5
190,13-14,May 11 2014,32,N/A,Ceres Park,9382,AGF,Sønderjyske,Lost,Won,0,3,0,3,0,1,13,10,0.4,0.6,10,6,1,0,2,2,5,7,0,0,0,0,0,0,0,4,4,9,6
191,13-14,May 11 2014,32,N/A,MCH Arena,11021,Midtjylland,København,Lost,Won,0,3,2,3,1,1,9,7,0.52,0.48,14,9,0,1,3,2,4,11,2.42,3.61,2.98,0,0,0,0,5,4,4,3
192,13-14,May 11 2014,32,N/A,EWII Park (Odense),8552,OB,Esbjerg,Lost,Won,0,3,1,2,1,1,6,9,0.43,0.57,12,7,0,0,5,1,5,5,3,3.64,2.4,0,0,0,0,4,2,2,7
193,13-14,May 18 2014,33,N/A,Telia Parken,17251,København,OB,Won,Lost,3,0,3,2,1,1,13,10,0.46,0.54,6,12,0,0,0,2,10,9,1.42,5.27,7.3,0,0,0,0,8,6,5,4
194,13-14,May 18 2014,33,N/A,Sydbank Park,5678,Sønderjyske,Midtjylland,Won,Lost,3,0,3,1,0,1,5,18,0.61,0.39,6,7,0,0,0,1,4,5,4.2,3.99,1.85,0,0,0,0,0,10,5,8
195,13-14,May 18 2014,33,N/A,Aalborg Portland Park,12748,AaB,AGF,Won,Lost,3,0,1,0,0,0,11,5,0.41,0.59,4,7,0,0,0,2,7,2,1.41,5.31,7.59,0,0,0,0,4,0,7,5
196,13-14,May 18 2014,33,N/A,BioNutria Park Randers,5156,Randers,Vestsjælland,Draw,Draw,1,1,1,1,1,0,11,4,0.45,0.55,9,17,0,0,1,0,6,4,1.83,3.88,4.41,0,0,0,0,7,2,4,2
197,13-14,May 18 2014,33,N/A,Right to Dream Park,8341,Nordsjælland,Brøndby,Draw,Draw,1,1,2,2,2,1,20,10,0.55,0.45,13,10,0,0,1,3,7,7,2.98,3.55,2.42,0,0,0,0,13,7,7,3
198,13-14,May 18 2014,33,N/A,Blue Water Arena,9853,Esbjerg,Viborg,Draw,Draw,1,1,0,0,0,0,19,4,0.48,0.52,8,13,0,0,1,2,4,1,1.37,5.48,8.34,0,0,0,0,8,0,11,4
199,14-15,Jul 18 2014,1,N/A,No value,3349,Nordsjælland,Vestsjælland,Won,Lost,3,0,3,2,1,2,15,6,0.43,0.57,3,8,0,0,0,1,7,4,1.88,3.66,4.46,0,0,0,0,6,4,9,2
200,14-15,Jul 19 2014,1,N/A,Right to Dream Park,3228,Sønderjyske,AaB,Draw,Draw,1,1,0,0,0,0,7,4,0.58,0.42,16,8,0,0,1,2,3,3,3.66,3.6,2.09,0,0,0,0,6,0,1,4
201,14-15,Jul 20 2014,1,N/A,Sydbank Park,6015,OB,Hobro,Lost,Won,0,3,1,2,0,1,7,7,0.37,0.63,11,11,0,0,1,1,8,5,1.58,4.22,6.27,0,0,0,0,6,3,1,4
202,14-15,Jul 20 2014,1,N/A,EWII Park (Odense),5416,Silkeborg,København,Draw,Draw,1,1,0,0,0,0,5,16,0.54,0.46,12,15,0,0,0,4,3,3,5.69,4.11,1.64,0,0,0,0,4,3,1,13
203,14-15,Jul 20 2014,1,N/A,MASCOT PARK (Silkeborg),9548,Midtjylland,Brøndby,Won,Lost,3,0,3,1,1,0,16,13,0.58,0.42,11,10,0,0,1,4,6,3,2.56,3.48,2.84,0,0,0,0,7,4,9,9
204,14-15,Jul 21 2014,1,N/A,MCH Arena,7257,Esbjerg,Randers,Lost,Won,0,3,0,1,0,0,13,3,0.44,0.56,10,19,0,0,3,3,6,4,2.07,3.5,3.83,0,0,0,0,10,0,3,3
205,14-15,Jul 25 2014,2,N/A,Blue Water Arena,2709,Vestsjælland,OB,Won,Lost,3,0,3,1,2,0,10,8,0.5,0.5,9,8,0,0,2,0,6,4,2.89,3.36,2.59,0,0,0,0,3,5,7,3
206,14-15,Jul 26 2014,2,N/A,Harboe Arena Slagelse,7543,AaB,Midtjylland,Won,Lost,3,0,2,0,0,0,8,10,0.55,0.45,8,14,0,0,1,4,10,5,2.41,3.54,3.01,0,0,0,0,3,3,5,7
207,14-15,Jul 26 2014,2,N/A,Aalborg Portland Park,12496,København,Nordsjælland,Won,Lost,3,0,2,1,1,0,10,6,0.45,0.55,11,17,0,0,1,2,4,4,1.76,3.9,4.85,0,0,0,0,6,3,4,3
208,14-15,Jul 27 2014,2,N/A,Telia Parken,6929,Randers,Hobro,Won,Lost,3,0,2,1,1,1,13,7,0.46,0.54,7,11,0,0,1,2,5,6,1.99,3.55,4.06,0,0,0,0,7,4,6,3
209,14-15,Jul 27 2014,2,N/A,BioNutria Park Randers,7170,Esbjerg,Sønderjyske,Draw,Draw,1,1,1,1,0,0,11,13,0.37,0.63,11,12,0,0,2,1,6,9,1.9,3.71,4.26,0,0,0,0,6,6,5,7
210,14-15,Jul 28 2014,2,N/A,Blue Water Arena,15986,Brøndby,Silkeborg,Won,Lost,3,0,2,0,0,0,10,9,0.41,0.59,9,12,0,0,0,0,4,4,1.78,3.85,4.84,0,0,0,0,4,5,6,4
211,14-15,Aug 01 2014,3,N/A,Brøndby Stadion,3105,Silkeborg,Sønderjyske,Lost,Won,0,3,0,2,0,0,14,10,0.36,0.64,6,12,0,0,2,1,7,2,2.41,3.36,3.15,0,0,0,0,3,4,11,6
212,14-15,Aug 02 2014,3,N/A,MASCOT PARK (Silkeborg),5127,Vestsjælland,København,Draw,Draw,1,1,2,2,2,0,6,10,0.53,0.47,15,7,0,0,3,0,3,8,4,3.5,2.02,0,0,0,0,4,6,2,4
213,14-15,Aug 02 2014,3,N/A,Harboe Arena Slagelse,5840,OB,AaB,Draw,Draw,1,1,1,1,1,0,17,4,0.56,0.44,8,7,0,0,3,0,5,4,2.83,3.44,2.59,0,0,0,0,7,2,10,2
214,14-15,Aug 03 2014,3,N/A,EWII Park (Odense),3146,Nordsjælland,Esbjerg,Won,Lost,3,0,3,2,1,0,11,12,0.55,0.45,11,11,0,0,1,4,3,5,2.36,3.35,3.26,0,0,0,0,7,4,4,8
215,14-15,Aug 03 2014,3,N/A,Right to Dream Park,6583,Hobro,Brøndby,Won,Lost,3,0,2,0,1,0,7,13,0.65,0.35,22,5,0,0,1,1,2,6,4.27,3.49,1.96,0,0,0,0,2,5,5,8
216,14-15,Aug 04 2014,3,N/A,HDS Arena,6927,Midtjylland,Randers,Won,Lost,3,0,3,1,0,1,11,10,0.41,0.59,8,12,1,0,2,4,4,4,2.08,3.48,3.81,0,0,0,0,5,6,6,4
217,14-15,Aug 08 2014,4,N/A,MCH Arena,4599,Randers,Vestsjælland,Won,Lost,3,0,1,0,0,0,14,4,0.38,0.62,13,15,0,0,1,2,6,2,2.08,3.49,3.81,0,0,0,0,6,2,8,2
218,14-15,Aug 09 2014,4,N/A,BioNutria Park Randers,5904,AaB,Nordsjælland,Lost,Won,0,3,1,2,1,0,11,10,0.49,0.51,8,16,0,0,1,3,7,5,2.05,3.62,3.75,0,0,0,0,4,4,7,6
219,14-15,Aug 10 2014,4,N/A,Aalborg Portland Park,4119,Sønderjyske,Midtjylland,Lost,Won,0,3,1,3,0,1,7,13,0.6,0.4,10,7,0,0,2,1,1,5,3.58,3.58,2.12,0,0,0,0,5,6,2,7
220,14-15,Aug 10 2014,4,N/A,Sydbank Park,14664,København,Hobro,Lost,Won,0,3,0,3,0,1,16,10,0.33,0.67,8,6,1,0,0,1,8,1,1.42,4.81,8.49,0,0,0,0,10,5,6,5
221,14-15,Aug 10 2014,4,N/A,Telia Parken,11116,Brøndby,OB,Draw,Draw,1,1,1,1,1,0,12,6,0.41,0.59,12,10,0,0,2,3,6,1,2.06,3.64,3.7,0,0,0,0,5,2,7,4
222,14-15,Aug 11 2014,4,N/A,Brøndby Stadion,5728,Esbjerg,Silkeborg,Draw,Draw,1,1,0,0,0,0,24,14,0.46,0.54,10,9,0,1,3,4,11,2,1.81,3.77,4.68,0,0,0,0,7,5,17,9
223,14-15,Aug 15 2014,5,N/A,Blue Water Arena,13106,København,Midtjylland,Lost,Won,0,3,1,2,0,0,12,5,0.41,0.59,13,16,0,0,4,3,6,2,2.07,3.58,3.73,0,0,0,0,4,3,8,2
224,14-15,Aug 16 2014,5,N/A,Telia Parken,5319,AaB,Esbjerg,Draw,Draw,1,1,1,1,1,0,9,12,0.46,0.54,11,9,0,0,4,0,2,8,2.35,3.53,3.11,0,0,0,0,4,4,5,8
225,14-15,Aug 17 2014,5,N/A,Aalborg Portland Park,1994,Vestsjælland,Silkeborg,Won,Lost,3,0,2,0,1,0,6,6,0.54,0.46,11,12,0,0,1,4,5,1,2.18,3.49,3.51,0,0,0,0,3,3,3,3
