index,season,date,matchday,referee,stadium_name,attendance,h_team,a_team,h_result,a_result,h_points,a_points,h_goals,a_goals,h_ht_goals,a_ht_goals,a_possession,h_possession,h_fouls,a_fouls,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners,h_odds,draw_odds,a_odds,h_pre_xg,a_pre_xg,h_xg,a_xg,h_shots_on,a_shots_on,h_shots_off,a_shots_off,h_total_shots,a_total_shots,gps,lon,lat,reg,city
561,15-16,May 08 2016,28,,Energi Viborg Arena,4655,Viborg,AaB,Lost,Won,0,3,0,2,0,1,49,51,13,4,0,0,2,0,8,3,3.08,3.42,2.45,0,0,0,0,7,3,10,4,17,7,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
562,15-16,May 08 2016,28,,EWII Park (Odense),9911,OB,Kobenhavn,Lost,Won,0,3,0,1,0,1,56,44,9,15,0,0,1,1,3,4,4.91,3.84,1.78,0,0,0,0,4,0,2,8,6,8,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
563,15-16,May 08 2016,28,,MCH Arena,8002,Midtjylland,AGF,Draw,Draw,1,1,1,1,0,1,44,56,11,16,0,0,2,3,2,1,1.6,4.13,6.41,0,0,0,0,8,2,3,5,11,7,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
564,15-16,May 09 2016,28,,Brondby Stadion,8951,Brondby,Nordsjaelland,Won,Lost,3,0,2,1,1,0,46,54,10,16,0,0,2,0,8,3,1.87,3.67,4.59,0,0,0,0,3,3,7,4,10,7,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
565,15-16,May 11 2016,29,,Sydbank Park,6345,Sonderjyske,Viborg,Won,Lost,3,0,2,0,1,0,51,49,14,8,0,0,1,1,3,6,2.15,3.49,3.64,0,0,0,0,5,2,5,7,10,9,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
566,15-16,May 11 2016,29,,HDS Arena,1411,Hobro,Midtjylland,Lost,Won,0,3,1,4,1,0,62,38,18,8,0,0,2,1,6,8,6.2,4.48,1.56,0,0,0,0,4,5,4,7,8,12,"[56.633153750000005, 9.817017587976746, 'Region Nordjylland']",56.63315375,9.817017588,Region Nordjylland,Hobro
567,15-16,May 11 2016,29,,Ceres Park,5032,AGF,Esbjerg,Won,Lost,3,0,5,1,1,0,56,44,9,9,0,0,2,2,4,8,2.17,3.48,3.6,0,0,0,0,6,3,2,4,8,7,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
568,15-16,May 12 2016,29,,Right to Dream Park,2526,Nordsjaelland,OB,Lost,Won,0,3,0,1,0,1,52,48,15,14,1,0,2,1,1,5,2.58,3.42,2.9,0,0,0,0,6,6,6,6,12,12,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
569,15-16,May 12 2016,29,,BioNutria Park Randers,5671,Randers,Brondby,Lost,Won,0,3,0,2,0,1,39,61,7,11,0,0,0,0,10,2,2.5,3.33,3.08,0,0,0,0,10,3,10,6,20,9,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
570,15-16,May 12 2016,29,,Aalborg Portland Park,10036,AaB,Kobenhavn,Lost,Won,0,3,0,2,0,1,51,49,6,15,0,0,3,2,4,5,3.3,3.42,2.33,0,0,0,0,2,3,4,8,6,11,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
571,15-16,May 14 2016,30,,MCH Arena,7017,Midtjylland,Sonderjyske,Won,Lost,3,0,3,2,1,1,52,48,17,18,0,0,2,2,4,4,1.93,3.62,4.35,0,0,0,0,5,4,5,4,10,8,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
572,15-16,May 15 2016,30,,EWII Park (Odense),5776,OB,Hobro,Lost,Won,0,3,0,1,0,1,40,60,5,17,0,0,0,3,7,7,1.35,5.25,9.99,0,0,0,0,6,4,6,4,12,8,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
573,15-16,May 16 2016,30,,Energi Viborg Arena,4304,Viborg,Randers,Lost,Won,0,3,2,3,1,0,51,49,9,10,0,0,2,1,3,5,3.13,3.34,2.46,0,0,0,0,3,6,6,8,9,14,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
574,15-16,May 16 2016,30,,Telia Parken,23063,Kobenhavn,Nordsjaelland,Won,Lost,3,0,2,0,0,0,43,57,14,6,0,0,3,1,10,4,1.36,5.15,9.99,0,0,0,0,9,5,6,2,15,7,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
575,15-16,May 16 2016,30,,Blue Water Arena,8097,Esbjerg,Brondby,Lost,Won,0,3,2,3,2,0,64,36,10,5,0,0,2,1,3,12,3.67,3.5,2.14,0,0,0,0,3,7,2,8,5,15,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
576,15-16,May 17 2016,30,,Ceres Park,5551,AGF,AaB,Won,Lost,3,0,2,0,0,0,64,36,16,11,0,0,3,2,3,6,3.24,3.52,2.31,0,0,0,0,7,6,3,6,10,12,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
577,15-16,May 20 2016,31,,Sydbank Park,7242,Sonderjyske,OB,Won,Lost,3,0,3,1,2,1,54,46,9,11,0,0,1,6,4,7,1.75,3.94,5,0,0,0,0,4,4,6,6,10,10,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
578,15-16,May 21 2016,31,,Right to Dream Park,3012,Nordsjaelland,AGF,Draw,Draw,1,1,3,3,1,0,56,44,8,9,0,0,1,1,7,5,2.86,3.47,2.58,0,0,0,0,0,7,2,8,2,15,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
579,15-16,May 22 2016,31,,BioNutria Park Randers,4819,Randers,Midtjylland,Lost,Won,0,3,1,2,0,0,54,46,11,13,1,0,0,2,9,5,2.77,3.5,2.64,0,0,0,0,7,5,9,1,16,6,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
580,15-16,May 22 2016,31,,HDS Arena,3144,Hobro,Kobenhavn,Won,Lost,3,0,4,2,2,0,65,35,18,8,0,0,1,2,3,4,8.03,4.59,1.47,0,0,0,0,7,2,1,4,8,6,"[56.633153750000005, 9.817017587976746, 'Region Nordjylland']",56.63315375,9.817017588,Region Nordjylland,Hobro
581,15-16,May 22 2016,31,,Aalborg Portland Park,6598,AaB,Esbjerg,Lost,Won,0,3,1,2,0,1,35,65,8,7,1,1,4,2,2,1,1.48,4.69,7.42,0,0,0,0,4,3,6,4,10,7,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
582,15-16,May 23 2016,31,,Brondby Stadion,10116,Brondby,Viborg,Lost,Won,0,3,0,1,0,1,45,55,14,10,1,0,4,2,2,4,1.55,4.33,6.79,0,0,0,0,5,3,4,4,9,7,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
583,15-16,May 26 2016,32,,Ceres Park,6308,AGF,OB,Won,Lost,3,0,2,1,1,0,55,45,18,7,0,0,1,1,2,6,0,0,0,0,0,0,0,4,6,4,4,8,10,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
584,15-16,May 26 2016,32,,Right to Dream Park,1754,Nordsjaelland,Viborg,Won,Lost,3,0,1,0,1,0,49,51,13,9,0,0,1,0,2,6,2.13,3.69,3.52,0,0,0,0,5,4,2,9,7,13,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
585,15-16,May 26 2016,32,,Aalborg Portland Park,7403,AaB,Midtjylland,Draw,Draw,1,1,0,0,0,0,56,44,8,17,0,0,2,4,5,5,2.95,3.56,2.47,0,0,0,0,4,5,7,6,11,11,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
586,15-16,May 26 2016,32,,HDS Arena,3231,Hobro,Brondby,Lost,Won,0,3,0,2,0,1,47,53,12,12,1,0,1,2,5,6,6.37,4.53,1.55,0,0,0,0,7,2,5,8,12,10,"[56.633153750000005, 9.817017587976746, 'Region Nordjylland']",56.63315375,9.817017588,Region Nordjylland,Hobro
587,15-16,May 26 2016,32,,Sydbank Park,8125,Sonderjyske,Randers,Draw,Draw,1,1,1,1,1,0,53,47,4,12,0,0,0,2,8,6,1.9,3.8,4.27,0,0,0,0,6,2,7,5,13,7,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
588,15-16,May 26 2016,32,,Blue Water Arena,6089,Esbjerg,Kobenhavn,Lost,Won,0,3,1,4,1,0,58,42,9,11,0,0,1,1,6,9,4.67,3.99,1.79,0,0,0,0,3,2,5,2,8,4,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
589,15-16,May 29 2016,33,,BioNutria Park Randers,8541,Randers,Esbjerg,Won,Lost,3,0,3,1,3,1,49,51,7,8,0,0,0,1,3,1,1.6,4.33,5.95,0,0,0,0,6,4,6,6,12,10,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
590,15-16,May 29 2016,33,,Brondby Stadion,18958,Brondby,Sonderjyske,Lost,Won,0,3,1,2,1,0,52,48,9,6,0,0,2,3,5,2,2.42,3.19,3.35,0,0,0,0,2,2,6,2,8,4,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
591,15-16,May 29 2016,33,,EWII Park (Odense),6056,OB,AaB,Won,Lost,3,0,3,2,0,2,48,52,11,9,0,0,2,0,5,4,2.72,3.61,2.63,0,0,0,0,4,5,7,3,11,8,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
592,15-16,May 29 2016,33,,Energi Viborg Arena,4154,Viborg,Hobro,Won,Lost,3,0,1,0,0,0,48,52,9,16,0,0,1,0,11,3,1.58,4.34,6.12,0,0,0,0,3,3,11,7,14,10,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
593,15-16,May 29 2016,33,,MCH Arena,9514,Midtjylland,Nordsjaelland,Won,Lost,3,0,4,1,2,0,53,47,10,13,0,0,0,1,8,3,1.41,5.1,8.5,0,0,0,0,6,4,6,4,12,8,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
594,15-16,May 29 2016,33,,Telia Parken,27466,Kobenhavn,AGF,Won,Lost,3,0,2,1,0,0,47,53,11,7,0,0,0,5,4,5,0,0,0,0,0,0,0,4,3,10,9,14,12,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
595,16-17,Jul 15 2016,1,,Energi Viborg Arena,2580,Viborg,Nordsjaelland,Lost,Won,0,3,0,4,0,2,58,42,9,12,0,0,2,2,1,3,2.38,3.35,3.26,0,0,0,0,4,2,4,5,8,7,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
596,16-17,Jul 15 2016,1,,EWII Park (Odense),10778,OB,Silkeborg,Draw,Draw,1,1,0,0,0,0,36,64,10,8,0,0,1,1,11,2,1.93,3.61,4.37,0,0,0,0,6,3,11,3,17,6,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
597,16-17,Jul 16 2016,1,,Telia Parken,9953,Kobenhavn,Lyngby,Won,Lost,3,0,3,0,1,0,37,63,7,17,0,0,2,2,5,5,1.48,4.55,7.74,0,0,0,0,7,3,10,5,17,8,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
598,16-17,Jul 17 2016,1,,Sydbank Park,5474,Sonderjyske,AGF,Lost,Won,0,3,1,2,0,1,54,46,16,15,0,0,1,3,6,2,0,0,0,0,0,0,0,5,3,4,4,9,7,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
599,16-17,Jul 17 2016,1,,Aalborg Portland Park,6493,AaB,Horsens,Draw,Draw,1,1,1,1,0,0,36,64,10,16,0,0,1,1,5,2,1.82,3.74,4.8,0,0,0,0,7,5,5,2,12,7,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
600,16-17,Jul 17 2016,1,,Brondby Stadion,10397,Brondby,Esbjerg,Won,Lost,3,0,4,0,2,0,48,52,12,6,0,0,0,1,6,5,1.83,3.73,4.72,0,0,0,0,8,0,3,7,11,7,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
601,16-17,Jul 18 2016,1,,MCH Arena,5725,Midtjylland,Randers,Draw,Draw,1,1,2,2,1,1,45,55,17,16,0,0,3,2,3,0,1.99,3.55,4.15,0,0,0,0,6,0,5,3,11,3,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
602,16-17,Jul 22 2016,2,,Ceres Park,8156,AGF,Viborg,Won,Lost,3,0,2,1,2,1,49,51,12,12,0,0,2,1,1,5,2.06,3.49,3.95,0,0,0,0,2,4,3,2,5,6,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
603,16-17,Jul 23 2016,2,,Blue Water Arena,5439,Esbjerg,Kobenhavn,Lost,Won,0,3,0,4,0,1,65,35,12,3,0,0,2,0,3,9,5.88,4.04,1.65,0,0,0,0,4,9,1,10,5,19,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
604,16-17,Jul 24 2016,2,,CASA Arena Horsens,2653,Horsens,Sonderjyske,Draw,Draw,1,1,1,1,1,1,65,35,14,8,0,0,2,3,0,8,3.04,3.43,2.47,0,0,0,0,3,3,2,9,5,12,"[55.87177805, 9.8575207272862, 'Region Midtjylland']",55.87177805,9.857520727,Region Midtjylland,Horsens
605,16-17,Jul 24 2016,2,,Lyngby Stadion,2006,Lyngby,OB,Draw,Draw,1,1,2,2,1,2,47,53,12,11,0,1,2,3,5,4,2.98,3.43,2.51,0,0,0,0,4,6,6,4,10,10,"[55.7813228, 12.505714505112913, 'Region Hovedstaden']",55.7813228,12.50571451,Region Hovedstaden,Kongens Lyngby
606,16-17,Jul 24 2016,2,,MASCOT PARK (Silkeborg),4902,Silkeborg,Brondby,Lost,Won,0,3,0,2,0,1,61,39,10,12,0,0,1,1,3,10,3.7,3.59,2.1,0,0,0,0,6,6,2,11,8,17,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
607,16-17,Jul 24 2016,2,,Right to Dream Park,2619,Nordsjaelland,Midtjylland,Lost,Won,0,3,0,4,0,0,50,50,8,11,0,0,3,2,2,8,2.98,3.49,2.48,0,0,0,0,3,5,2,11,5,16,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
608,16-17,Jul 24 2016,2,,BioNutria Park Randers,4443,Randers,AaB,Lost,Won,0,3,0,1,0,1,41,59,7,15,0,0,0,2,8,7,2.36,3.44,3.22,0,0,0,0,4,4,7,3,11,7,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
609,16-17,Jul 29 2016,3,,Energi Viborg Arena,2929,Viborg,Esbjerg,Won,Lost,3,0,2,1,0,0,40,60,9,9,0,0,0,1,4,6,2.12,3.51,3.71,0,0,0,0,3,4,5,5,8,9,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
610,16-17,Jul 30 2016,3,,Telia Parken,9823,Kobenhavn,Nordsjaelland,Won,Lost,3,0,4,0,2,0,44,56,8,14,0,0,1,1,6,1,1.41,4.88,9.05,0,0,0,0,6,2,9,2,15,4,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
611,16-17,Jul 31 2016,3,,Sydbank Park,4494,Sonderjyske,Lyngby,Lost,Won,0,3,0,1,0,0,49,51,16,10,0,0,2,1,6,2,1.85,3.74,4.62,0,0,0,0,8,2,5,6,13,8,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
612,16-17,Jul 31 2016,3,,MCH Arena,7625,Midtjylland,Silkeborg,Won,Lost,3,0,3,0,1,0,50,50,12,12,0,0,1,4,4,5,1.47,4.58,8.05,0,0,0,0,4,4,4,7,8,11,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
613,16-17,Jul 31 2016,3,,Brondby Stadion,12136,Brondby,Horsens,Draw,Draw,1,1,2,2,1,0,32,68,10,14,0,0,0,1,11,3,1.6,4.18,6.22,0,0,0,0,6,2,13,3,19,5,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
614,16-17,Jul 31 2016,3,,Ceres Park,13047,AGF,Randers,Lost,Won,0,3,1,2,1,2,42,58,18,16,0,0,4,4,6,3,2.5,3.39,3.03,0,0,0,0,4,4,4,4,8,8,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
615,16-17,Aug 01 2016,3,,Aalborg Portland Park,7227,AaB,OB,Draw,Draw,1,1,2,2,2,1,50,50,10,11,0,0,1,1,2,2,2.07,3.6,3.79,0,0,0,0,3,5,3,3,6,8,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
616,16-17,Aug 05 2016,4,,BioNutria Park Randers,4326,Randers,Horsens,Won,Lost,3,0,1,0,1,0,49,51,13,14,1,1,4,2,3,5,1.67,3.92,5.88,0,0,0,0,6,4,4,8,10,12,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
617,16-17,Aug 05 2016,4,,MASCOT PARK (Silkeborg),2220,Silkeborg,Lyngby,Lost,Won,0,3,0,4,0,2,58,42,13,8,0,0,1,0,1,9,2.69,3.46,2.74,0,0,0,0,5,3,5,6,10,9,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
618,16-17,Aug 06 2016,4,,EWII Park (Odense),4488,OB,Viborg,Draw,Draw,1,1,0,0,0,0,43,57,18,13,0,0,2,1,4,4,2.12,3.54,3.69,0,0,0,0,4,3,4,3,8,6,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
619,16-17,Aug 07 2016,4,,Right to Dream Park,2234,Nordsjaelland,AaB,Lost,Won,0,3,1,2,1,0,61,39,16,6,0,0,2,0,1,11,2.91,3.59,2.48,0,0,0,0,4,4,3,6,7,10,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
620,16-17,Aug 07 2016,4,,Sydbank Park,6054,Sonderjyske,Kobenhavn,Draw,Draw,1,1,1,1,0,1,56,44,13,13,0,0,3,3,5,4,5.9,4.16,1.63,0,0,0,0,5,7,7,8,12,15,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
621,16-17,Aug 07 2016,4,,MCH Arena,8889,Midtjylland,Brondby,Draw,Draw,1,1,3,3,0,1,46,54,8,17,0,0,0,3,8,2,2,3.69,3.93,0,0,0,0,4,6,2,4,6,10,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
622,16-17,Aug 08 2016,4,,Blue Water Arena,4605,Esbjerg,AGF,Draw,Draw,1,1,2,2,2,1,51,49,11,17,1,0,2,4,2,14,2.97,3.48,2.49,0,0,0,0,4,7,4,9,8,16,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
623,16-17,Aug 12 2016,5,,Energi Viborg Arena,4065,Viborg,Randers,Lost,Won,0,3,0,1,0,0,57,43,12,16,0,0,2,1,5,7,2.93,3.36,2.59,0,0,0,0,5,5,6,7,11,12,"[56.455903899999996, 9.402020349999999, 'Region Midtjylland']",56.4559039,9.40202035,Region Midtjylland,Viborg
624,16-17,Aug 12 2016,5,,Lyngby Stadion,2463,Lyngby,AGF,Draw,Draw,1,1,0,0,0,0,46,54,10,15,0,0,1,4,2,3,2.86,3.49,2.57,0,0,0,0,2,3,6,3,8,6,"[55.7813228, 12.505714505112913, 'Region Hovedstaden']",55.7813228,12.50571451,Region Hovedstaden,Kongens Lyngby
625,16-17,Aug 13 2016,5,,CASA Arena Horsens,2025,Horsens,Silkeborg,Draw,Draw,1,1,3,3,1,0,56,44,15,9,0,0,0,1,5,0,2.1,3.52,3.78,0,0,0,0,2,5,8,6,10,11,"[55.87177805, 9.8575207272862, 'Region Midtjylland']",55.87177805,9.857520727,Region Midtjylland,Horsens
626,16-17,Aug 13 2016,5,,Telia Parken,12074,Kobenhavn,Midtjylland,Won,Lost,3,0,3,1,0,1,36,64,8,12,0,0,1,2,6,3,1.63,4.18,5.75,0,0,0,0,4,3,12,4,16,7,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
627,16-17,Aug 14 2016,5,,EWII Park (Odense),4634,OB,Nordsjaelland,Won,Lost,3,0,3,1,0,0,47,53,13,11,0,0,1,1,2,8,1.73,4.06,4.98,0,0,0,0,3,3,6,7,9,10,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
628,16-17,Aug 14 2016,5,,Brondby Stadion,9442,Brondby,Sonderjyske,Won,Lost,3,0,4,0,2,0,36,64,15,5,0,0,0,1,5,3,1.83,3.7,4.82,0,0,0,0,5,0,6,3,11,3,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
629,16-17,Aug 15 2016,5,,Aalborg Portland Park,6114,AaB,Esbjerg,Won,Lost,3,0,2,1,2,1,45,55,8,13,0,0,1,2,8,1,1.55,4.38,6.54,0,0,0,0,2,4,8,4,10,8,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
630,16-17,Aug 19 2016,6,,Right to Dream Park,1903,Nordsjaelland,Randers,Draw,Draw,1,1,1,1,0,1,39,61,9,11,0,0,1,1,7,3,3.79,3.56,2.08,0,0,0,0,4,5,5,3,9,8,"[55.81619865, 12.353032590985052, 'Region Hovedstaden']",55.81619865,12.35303259,Region Hovedstaden,Farum
631,16-17,Aug 19 2016,6,,CASA Arena Horsens,1663,Horsens,Lyngby,Won,Lost,3,0,2,1,1,1,65,35,14,7,0,0,1,1,9,8,2.98,3.49,2.48,0,0,0,0,9,6,4,10,13,16,"[55.87177805, 9.8575207272862, 'Region Midtjylland']",55.87177805,9.857520727,Region Midtjylland,Horsens
632,16-17,Aug 20 2016,6,,Telia Parken,11818,Kobenhavn,AaB,Draw,Draw,1,1,1,1,1,1,51,49,12,12,0,0,0,3,4,5,1.51,4.47,7.11,0,0,0,0,4,0,9,4,13,4,"[55.70270425, 12.572263776860414, 'Region Hovedstaden']",55.70270425,12.57226378,Region Hovedstaden,Kobenhavn
633,16-17,Aug 21 2016,6,,MASCOT PARK (Silkeborg),2660,Silkeborg,Viborg,Lost,Won,0,3,1,5,0,2,46,54,15,12,0,0,1,0,4,9,2.88,3.46,2.57,0,0,0,0,6,9,8,9,14,18,"[56.184187, 9.5751522579733, 'Region Midtjylland']",56.184187,9.575152258,Region Midtjylland,Silkeborg
634,16-17,Aug 21 2016,6,,Ceres Park,13658,AGF,Brondby,Lost,Won,0,3,0,7,0,4,61,39,5,13,1,0,1,2,4,6,3.05,3.59,2.39,0,0,0,0,2,4,3,4,5,8,"[56.1327356, 10.196762, 'Region Midtjylland']",56.1327356,10.196762,Region Midtjylland,Aarhus
635,16-17,Aug 21 2016,6,,MCH Arena,4690,Midtjylland,Sonderjyske,Draw,Draw,1,1,2,2,1,1,44,56,10,9,0,0,1,4,8,8,1.64,4.22,5.59,0,0,0,0,7,2,7,5,14,7,"[56.1169164, 8.951716477487706, 'Region Midtjylland']",56.1169164,8.951716477,Region Midtjylland,Herning
636,16-17,Aug 22 2016,6,,Blue Water Arena,4042,Esbjerg,OB,Won,Lost,3,0,3,2,1,1,54,46,12,6,0,0,0,1,4,6,3.59,3.7,2.1,0,0,0,0,4,4,4,8,8,12,"[55.48194305, 8.438397123328269, 'Region Syddanmark']",55.48194305,8.438397123,Region Syddanmark,Esbjerg
637,16-17,Aug 26 2016,7,,BioNutria Park Randers,4146,Randers,Silkeborg,Won,Lost,3,0,1,0,1,0,42,58,9,13,0,0,0,1,6,2,1.55,4.34,6.73,0,0,0,0,7,3,8,2,15,5,"[56.46607165, 10.010154126188361, 'Region Midtjylland']",56.46607165,10.01015413,Region Midtjylland,Randers
638,16-17,Aug 26 2016,7,,Lyngby Stadion,2314,Lyngby,Nordsjaelland,Lost,Won,0,3,0,1,0,1,46,54,14,17,0,0,3,3,5,2,2.22,3.6,3.37,0,0,0,0,10,5,2,2,12,7,"[55.7813228, 12.505714505112913, 'Region Hovedstaden']",55.7813228,12.50571451,Region Hovedstaden,Kongens Lyngby
639,16-17,Aug 28 2016,7,,Sydbank Park,4958,Sonderjyske,Esbjerg,Draw,Draw,1,1,1,1,0,0,48,52,6,11,0,0,0,1,3,6,2.07,3.7,3.68,0,0,0,0,6,4,6,6,12,10,"[55.2613291, 9.487707200000001, 'Region Syddanmark']",55.2613291,9.4877072,Region Syddanmark,Haderslev
640,16-17,Aug 28 2016,7,,EWII Park (Odense),4199,OB,Horsens,Lost,Won,0,3,0,1,0,1,33,67,10,7,0,0,2,3,11,1,1.81,3.84,4.75,0,0,0,0,4,4,13,1,17,5,"[55.397745, 10.35022492586062, 'Region Syddanmark']",55.397745,10.35022493,Region Syddanmark,Odense
641,16-17,Aug 28 2016,7,,Brondby Stadion,23518,Brondby,Kobenhavn,Draw,Draw,1,1,1,1,0,1,44,56,21,15,0,0,3,3,8,3,3.65,3.47,2.16,0,0,0,0,8,5,13,6,21,11,"[55.6480283, 12.4154952, 'Region Hovedstaden']",55.6480283,12.4154952,Region Hovedstaden,Brondby Kommune
642,16-17,Aug 28 2016,7,,Aalborg Portland Park,6658,AaB,AGF,Won,Lost,3,0,2,1,0,0,56,44,7,14,0,0,2,2,2,6,1.9,3.82,4.23,0,0,0,0,5,7,4,10,9,17,"[57.05203525, 9.898599342025985, 'Region Nordjylland']",57.05203525,9.898599342,Region Nordjylland,Aalborg
